RLOI_ID|Value|Units|Location (Longtitude| Latitude)|ThresholdComment|Short Name|Description|Type|ObsFloodYear|ObsFloodMonth|Source
8112|4.1|mALD|-1.959518|53.901404|"Approximately 31 properties at the bottom of Thornhill Road and
Ings Road will flood from water backing up in tributaries and
culverts that run under the railway line as Steeton Ings fill from
the River Aire overtopping.
Flooding from Eastburn Beck can also affect this area for
example the main road, and the properties at the bottom of
Thornhill Road and Ings Road."|Property flooding Ings Road|Property flooding on Ings Road, Steeton|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8056|2.4|mALD|-1.819671|53.833754|"Cottingley Properties begin to flood in this area when the gauge records a
level above 2.40."|Property flooding Cottingley|Property flooding at Cottingley, Bingley|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8056|2.4|mALD|-1.776034|53.836795|"Shipley Properties begin to flood in this area when the gauge records a
level above 2.40."|Property flooding Shipley|Property flooding at Shipley|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8056|2.6|mALD|-1.712389|53.834665|"Apperley Bridge Properties begin to flood in this area when the gauge records a
level above 2.60"|Property flooding Apperley Bridge|Property flooding at Apperley Bridge, Bradford|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8056|2.7|mALD|-1.810249|53.835574|"Branksome Drive Properties begin to flood in this area when the gauge records a
level above 2.70"|Property flooding Branksome Drive|Property flooding on Branksome Drive, Shipley|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8056|2.8|mALD|-1.859632|53.839402|"Harden Heck Properties begin to flood in this area when the gauge records a
level above 2.80"|Property flooding Harden|Property flooding at Harden|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8056|2.8|mALD|-1.833022|53.838514|At this level we expect Beckfoot Farm and Beckfoot Lane Bingley to be affected|Property flooding Beckfoot Lane|Property flooding on Beckfoot Lane, Bingley|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8346|1.7|mALD|-1.78375|53.840435|On Boxing Day 2015 properties at Aire Close flooded with river at 1.7m|Property flooding Aire Way|Property flooding at Aire Way, Shipley|Property Impact|2015|December|EMERGENCY RESPONSE PROCEDURES MANUAL
8120|2.8|mALD|-1.588081|53.806545|"Redcote Lane Properties begin to flood in this area when the gauge records a
level above 2.80."|Property flooding Redcote Lane|Property flooding on Redcote Lane, Leeds|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8120|3|mALD|-1.604117|53.814183|"Savins Mil Lane Properties begin to flood in this area when the gauge records a
level above 3.00."|Property flooding Savins Mill Way|Property flooding Savins Mill Way, Leeds|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8009|3.97|mALD|-1.507549|53.775286|"The first area to flood is around the City of Leeds Sea Cadets
building on Thwaite Lane"|Property flooding Thwaite Lane|Property flooding on Thwaite Lane, Leeds|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8009|4.52|mALD|-1.570072|53.802027|"The first property to flood is Queensbury Jewellers Lts, 336
Kirkstall Road."|Property flooding Kirkstall Road|Property flooding on Kirkstall Road, Leeds|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8009|5.04|mALD|-1.567839|53.803791|"The first area to flood is the Television Studios, Oilgear Towler,
37 Burley Road and Cavendish Street area"|Property flooding Burley Road|Property flooding on Burley Road, Leeds|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8009|5.04|mALD|-1.56715|53.800987|"The first area to flood is the Television Studios, Oilgear Towler,
37 Burley Road and Cavendish Street area"|Property flooding Cavendish Street|Property flooding on Cavendish Street, Leeds|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8009|5.04|mALD|-1.557543|53.796205|The first property to flood is the Crowne Plaza Hotel.|Property flooding Wellington Place|Property flooding on Wellington Place, Leeds|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8061|2|mALD|-1.531564|53.79294|At a level of 2.00 mStage Neptune Street will start to flood.|Property flooding Neptune Street|Property flooding on Neptune Street, Leeds|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8061|2.5|mALD|-1.532031|53.793593|"At approximately a level of 2.50 mStage East Street starts to
flood as water flows from Neptune Street."|Property flooding East Street|Property flooding on East Street, Leeds|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8042|3.1|mALD|-1.353701|53.73198|Barnsdale Road can flood|Property flooding Barnsdale Road|Property flooding on Barnsdale Road, Castleford|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8122|5.42|mALD|-1.243197|53.708449|"Properties in this area begin to flood when the gauge records a
level above 5.42m"|Property flooding Knottingley|Property flooding at Knottingley|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8320|1.07|mALD|-1.353701|53.73198|Barnsdale Road begins to flood.|Property flooding Barnsdale Road|Property flooding on Barnsdale Road, Castleford|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
9042|3.99|mALD|-1.194189|53.724456|Peak Level - February 2002 (Beal to Birkin Road flooded)|Flooding on Intake Lane|Flooding on Intake Lane, Knottingley|Road Impact|2002|February|EMERGENCY RESPONSE PROCEDURES MANUAL
8250|1.1|mALD|-2.13817|53.916525|Peak Level - 3 July 2007 (Approx. 15 properties affected around Water Street)|Property flooding Water Street|Property flooding on Water Street, Earby|Property Impact|2007|July|EMERGENCY RESPONSE PROCEDURES MANUAL
8187|2.9|mALD|-2.019284|53.961973|"Peak Level - Autumn 2000. Wall at Back Bridge Street collapsed. Flooding to Focus
Do-It-All, Spindle Mill. Fisher Medical Centre close to flooding."|Property flooding Spindle Mill|Property flooding on Spindle Mill, Skipton|Property Impact|2002||EMERGENCY RESPONSE PROCEDURES MANUAL
8187|2.5|mALD|-2.026198|53.956809|Flooding commences on right bank at Carleton Business Park.|Property flooding Carleton Business Park|Property flooding on Carleton Business Park, Skipton|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8252|1.95|mALD|-1.994544|53.895982|"Holme Beck Sutton in craven Properties begin to flood in this area when the gauge records a
level above 1.95m"|Property flooding Sutton-in-Craven|Property flooding at Sutton-in-Craven, Keighley|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8252|3.1|mALD|-1.987978|53.900922|"Further extensive flooding of 391 properties occurs in the wider
community at Crosshills and Glusburn at this level."|Property flooding Cross Hills|Property flooding at Cross Hills, Keighley|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8252|3.1|mALD|-2.005835|53.898722|"Further extensive flooding of 391 properties occurs in the wider
community at Crosshills and Glusburn at this level."|Property flooding Glusburn|Property flooding at Glusburn, Keighley|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
9039|0.65|mALD|-1.95041|53.811711|"Properties begin to flood in this area when the gauge records a
level above 0.65m."|Property flooding Oxenhope|Property flooding at Oxenhope|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8303|1.45|mALD|-1.963416|53.846578|"Grey scar road Properties begin to flood in this area when the gauge records a
level above 1.45m."|Property flooding Grey Scar Road|Property flooding Grey Scar Road, Keighley|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8303|1.5|mALD|-1.949551|53.828878|"Bridghouse lane Properties begin to flood in this area when the gauge records a
level above 1.5m."|Property flooding Bridghouse Lane|Property flooding on Bridghouse Lane, Keighley|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8109|1.57|mALD|-1.902789|53.866242|Peak on 09/06/2014. 3 properties flooded.|Property flooding Keighley|Property flooding at Keighley|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8109|2.15|mALD|-1.941529|53.86129|Peak Level - August 2004 (flooding to Morrisons and garage on North Beck)|Property flooding North Beck|Property flooding at North Beck, Keighley|Property Impact|2004|August|EMERGENCY RESPONSE PROCEDURES MANUAL
8109|1.86|mALD|-1.913752|53.864524|"Aireworth Properties begin to flood in this area when the gauge records a
level above 1.86m."|Property flooding Aireworth|Property flooding at Aireworth, Keighley|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8109|2.15|mALD|-1.929252|53.863348|"Holme Mill Way Properties begin to flood in this area when the gauge records a
level above 2.15m."|Property flooding Holme Mill Lane|Property flooding on  Holme Mill Lane, Keighley|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8109|2.17|mALD|-1.92115|53.847244|"Damems road Properties begin to flood in this area when the gauge records a
level above 2.17m."|Property flooding Damems Road|Property flooding on Damems Road, Keighley|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8306|1.25|mALD|-1.621213|53.794564|"Butt Lane Properties begin to flood in this area when the gauge records a
level above 1.25m."|Property flooding Butt Lane|Property flooding on Butt Lane, Pudsey|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8306|1.25|mALD|-1.628893|53.798384|"First property to flood is 217 Pudsey Road. (1 property)
At least 6 properties were flooded in June 2007."|Property flooding Pudsey Road|Property flooding on Pudsey Road, Pudsey|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8251|1.52|mALD|-1.481716|53.812677|Peak Level - 20 June 2007 (onset of property flooding)|Property flooding Gipton South Parkway|Property flooding on Gipton South Parkway, Leeds|Property Impact|2007|June|EMERGENCY RESPONSE PROCEDURES MANUAL
8251|1.99|mALD|-1.481716|53.812677|Peak Level - 25 June 2007 (>50 properties flooded)|Property flooding Gipton South Parkway|Property flooding on Gipton South Parkway, Leeds|Property Impact|2007|June|EMERGENCY RESPONSE PROCEDURES MANUAL
8304|1.53|mALD|-1.286874|53.701187|"Peak Level - June 2007 (screen clear, 6 properties flooded). Before channel
capacity increased by EA works."|Property flooding Pontefract|Property flooding at Pontefract|Property Impact|2007|June|EMERGENCY RESPONSE PROCEDURES MANUAL
8304|1.72|mALD|-1.2936|53.699496|"Peak Level - August 2004 (3 properties and several gardens flooded near Bondgate
Pontefract and Fishergate, Ferrybridge). Before channel capacity increased by EA
works."|Property flooding Bondgate  |Property flooding on Bondgate, Pontefract|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8304|1.77|mALD|-1.297417|53.696929|"Peak Level - 8 July 2014 (2 properties flooded on Atkinson Lane). After channel
capacity increased by EA works."|Property flooding Atkinson Lane|Property flooding on Atkinson Lane, Pontefract|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8304|1.84|mALD|-1.284269|53.700634|"Peak Level - 8 August 2014 - Flooding to properties at Knottingley Road, Cavendish
Avenue and Beechcroft."|Property flooding Knottingley Road|Property flooding on Knottingley Road, Pontefract|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8304|1.84|mALD|-1.302147|53.702644|"Peak Level - 8 August 2014 - Flooding to properties at Knottingley Road, Cavendish
Avenue and Beechcroft."|Property flooding Cavendish Avenue|Property flooding on Cavendish Avenue, Pontefract|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8304|1.84|mALD|-1.300674|53.701909|"Peak Level - 8 August 2014 - Flooding to properties at Knottingley Road, Cavendish
Avenue and Beechcroft."|Property flooding Beech Croft|Property flooding on Beech Croft, Pontefract|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8304|1.55|mALD|-1.286536|53.700827|"Properties begin to flood when this gauge records a level above
1.55m"|Property flooding Pontefract|Property flooding at Pontefract|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8304|1.4|mALD|-1.287014|53.700278|"Also by this stage, the A645 (Bondgate/Knottingley Road) is
expected to be flooded."|Flooding on A645|Flooing on A645|Road Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8257|1.26|mALD|-1.264235|53.710867|"April 2004 - Peak Level. 12 Properties flooded due to trash screen blockage.
Before channel capacity increased by EA works."|Property flooding Fishergate|Property flooding on Fishergate, Ferrybridge|Property Impact|2004|April|EMERGENCY RESPONSE PROCEDURES MANUAL
8257|1.41|mALD|-1.264235|53.710867|"Peak Level - August 2004. 3 properties and several gardens flooded near Bondgate
Pontefract and Fishergate, Ferrybridge. Before channel capacity increased by EA
works."|Property flooding Fishergate|Property flooding on Fishergate, Ferrybridge|Property Impact|2004|August|EMERGENCY RESPONSE PROCEDURES MANUAL
8211|0.53|mALD|-2.099212|53.693007|"Properties begin to flood in this area when the gauge records a
level above 0.53"|Property flooding Walsden|Property flooding at Walsden, Todmorden|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8211|0.53|mALD|-2.099212|53.693007|"Property floods from river - Warehouse adjacent to Walsden
Water. Railway line floods at this level and flooding to properties
in Walsden adjacent to the railway station is likely."|Flooding to rail line|Flooding to rail line, Walsden, Todmorden|Rail Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8211|0.87|mALD|-2.107724|53.704319|"gauxholmeProperties begin to flood in this area when the gauge records a
level above 0.87."|Property flooding Gauxholme Fold|Property flooding on Gauxholme Fold, Todmorden|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8211|0.96|mALD|-2.099212|53.693007|Widespread flooding in Walsden|Flooding in Walsden|Flooding in Walsden area|Location Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8211|1.1|mALD|-2.103114|53.688817|First property to flood on Ramsden Street.|Property flooding Ramsden Street|Property flooding on Ramsden Street, Todmorden|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8305|1.3|mALD|-2.141245|53.734825|"River Calder at Cornholme, Lydgate and Todmorden High School Properties begin to flood in this area when the gauge records a
level above 1.30."|Property flooding Cornholme|Property flooding at Cornholme, Todmorden|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8305|1.3|mALD|-2.119924|53.72587|"River Calder at Cornholme, Lydgate and Todmorden High School Properties begin to flood in this area when the gauge records a
level above 1.30."|Property flooding Lydgate|Property flooding at Lydgate, Todmorden|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8305|1.3|mALD|-2.11618|53.726116|Onset of flooding at Harley Wood|Flooding on Harley Wood|Flooding on Harley Wood, Todmorden|Road Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8305|1.67|mALD|-2.141245|53.734825|Flooding at Cornholme|Flooding in Cornholme|Flooding in Cornholme area|Location Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8205|1.72|mALD|-2.083577|53.716521|"Millwood Todmorden Properties begin to flood in this area when the gauge records a
level above 1.72"|Property flooding Millwood Lane|Property flooding at Millwood Lane, Todmorden|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8205|1.9|mALD|-2.096052|53.715028|"Central todmorden Properties begin to flood from the River Calder when the gauge
reads above 1.90."|Property flooding Todmorden|Property flooding at Todmorden (central)|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8205|2.28|mALD|-2.130783|53.730177|"Patmos Burnley Road Properties begin to flood in this area when the gauge records a
level above 2.28."|Property flooding Burnley Road|Property flooding on Burnley Road, Todmorden|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8205|2.45|mALD|-2.11618|53.726116|"Harley Wood Properties begin to flood in this area when the gauge records a
level above 2.45"|Property flooding Harley Wood|Property flooding on Harley Road, Todmorden|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8205|2.49|mALD|-2.09629|53.719312|"Widespread flooding inbetween Victoria Road and Stansfield
Road."|Property flooding Victoria Road|Property flooding on Victoria Road, Todmorden|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8343|1.65|mALD|-2.042278|53.736626|"CHARLESTOWN Properties begin to flood in this area when the gauge records a
level above 1.65."|Property flooding Charlestown|Property flooding at Charlestown, Hebden Bridge|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8343|1.78|mALD|-2.052351|53.728588|"EASTWOOD Properties begin to flood in this area when the gauge records a
level above 1.78."|Property flooding Eastwood|Property flooding at Eastwood, Todmorden|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8343|1.65|mALD|-2.042438|53.735577|"First properties to flood are along Halifax Road upstream and
downstream of Callis Bridge."|Property flooding Halifax Road|Property flooding on Halifax Road, Hebden Bridge|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8097|2.75|mALD|-2.024203|53.742668|"Mytholm and Hebble Bridge Properties begin to flood in thisarea when the gauge records a
level above 2.75"|Property flooding Mytholm|Property flooding at Mytholm, Hebden Bridge|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8152|2.69|mALD|-2.014228|53.741641|"old gate Properties begin to flood in this area when the gauge records a
level above 2.69."|Property flooding Old Gate|Property flooding on Old Gate, Hebden Bridge|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8152|1.93|mALD|-2.012759|53.742672|"cricket ground to valley road Properties begin to flood in this area when the gauge records a
level above 1.93."|Property flooding Valley Road|Property flooding on Valley Road, Hebden Bridge|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8048|4.5|mALD|-1.982877|53.731188|"Properties begin to flood in the area when the gauge records a
level above 4.50"|Property flooding Mytholmroyd|Property flooding at Mytholmroyd|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8048|4.4|mALD|-1.982877|53.731188|"Central mytholmroyd Properties begin to flood in this area when the gauge records a
level above 4.40."|Property flooding Mytholmroyd|Property flooding at Mytholmroyd (central)|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8048|4.56|mALD|-1.982052|53.730618|"Onset of flooding and first property to flood along Burnley Road
between West End Terrace and Midgley Road. When levels
reach 4.56 widespread flooding will occur, including upstream of
Redacre Bridge."|Property flooding Burnley Road|Property flooding on Burnley Road, Mytholmroyd|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
9031|2|mALD|-1.961465|53.730844|"At a level of 2.00 widespread flooding occurs at
Brearley Bridge."|Flooding at Brearley Bridge|Flooding at Brearley Bridge, Halifax|Location Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
9031|1.83|mALD|-1.938101|53.71303|"Onset of flooding and first property to flood at Tenterfields
Business Estate."|Property flooding Tenterfields Business Park|Property flooding at Tenterfields Business Park|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8191|2.35|mALD|-1.914744|53.707069|"central sowerby bridge Properties begin to flood in this area when the gauge records a
level above 2.35."|Property flooding Sowerby Bridge|Property flooding at Sowerby Bridge (central)|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8191|2|mALD|-1.914744|53.707069|"sowerby bridge Properties begin to flood in this area when the gauge records a
level above 2.00."|Property flooding Sowerby Bridge|Property flooding at Sowerby Bridge|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8191|2.35|mALD|-1.912684|53.707976|"First properties to flood along Walton Street and Holmes Road,
shortly followed by widespread flooding to area"|Property flooding Walton Street|Property flooding on Walton Street, Sowerby Bridge|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8191|2.35|mALD|-1.909402|53.707938|"First properties to flood along Walton Street and Holmes Road,
shortly followed by widespread flooding to area"|Property flooding Holmes Road|Property flooding on Holmes Road, Sowerby Bridge|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8191|2.45|mALD|-1.911774|53.708442|"Onset of flooding and first properties to flood along Town Hall
Street."|Property flooding Town Hall Street|Property flooding on Town Hall Street, Sowerby Bridge|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8191|3.17|mALD|-1.912481|53.706897|"At a level of 3.17 widespread flooding to properties along the
right bank - Victoria Road and Station Road."|Property flooding Victoria Road|Property flooding on Victoria Road, Sowerby Bridge|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8191|3.17|mALD|-1.910452|53.707302|"At a level of 3.17 widespread flooding to properties along the
right bank - Victoria Road and Station Road."|Property flooding Station Road|Property flooding on Station Road, Sowerby Bridge|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8191|3.35|mALD|-1.916256|53.710759|At a level of 3.35 there is additional flooding to Hollins Mill Lane|Property flooding Hollins Mill Lane|Property flooding on Hollins Mill Lane, Sowerby Bridge|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8298|4.35|mALD|-1.872819|53.698349|"copley Properties begin to flood in this area when the gauge records a
level above 4.35."|Property flooding Copley|Property flooding at Copley, Halifax|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8298|5|mALD|-1.872819|53.698349|"Flooding to properties in Copley Village. Flooding is from canal
overtopping. Copley Sewage Treatment Works also flooded at
this level."|Property flooding Copley village|Property flooding at Copley village, Halifax|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8073|1.8|mALD|-1.841824|53.686732|"saddleworth road Properties begin to flood in this area when the gauge records a
level above 1.80."|Property flooding Saddleworth Road|Property flooding on Saddleworth Road, Elland|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8073|2.15|mALD|-1.841898|53.686445|"At a level of 2.15 Century Road will start to flood,
although additional properties affected."|Property flooding Elland|Property flooding at Elland|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8073|2.5|mALD|-1.832548|53.689458|"At a level of 2.50
Calderdale Way will start to flood"|Flooding on Calderdale Way|Flooding on Calderdale Way, Elland|Road Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8032|1.5|mALD|-1.743585|53.693886|"nun bank wood Properties begin to flood in this area when the gauge records a
level above 1.50"|Property flooding Nun Bank Wood|Property flooding at Nun Bank Wood, Brighouse|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8032|2.1|mALD|-1.782937|53.699571|"brighouse Properties begin to flood in this area when the gauge records a
level above 2.10"|Property flooding Brighouse|Property flooding at Brighouse|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8032|2.2|mALD|-1.794621|53.705069|"brookfoot business park Properties begin to flood in this area when the gauge records a
level above 2.2"|Property flooding Brookfoot Business Park|Property flooding at Brookfoot Business Parl, Brighouse|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8032|2.4|mALD|-1.784535|53.700099|"Widespread flooding between Atlas Mill Road and Armytage
Road"|Property flooding Atlas Mill Road|Property flooding on Atlas Mill Road, Brighouse|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8066|6.1|mALD|-1.629367|53.689215|"Properties begin to flood in this area when the gauge records a
level above 6.10"|Property flooding Dewsbury|Property flooding at Dewsbury|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8066|6.6|mALD|-1.629367|53.689215|"At a level of 6.60 widespread flooding affecting all of
central Dewsbury."|Property flooding Dewsbury|Property flooding at Dewsbury (central)|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8100|3.6|mALD|-1.550861|53.654926|"the strands Properties begin to flood in this area when the gauge records a
level above 3.60."|Property flooding Horbury|Property flooding at Horbury|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8100|4|mALD|-1.586164|53.671035|"healey Properties begin to flood in this area when the gauge records a
level above 4.00"|Property flooding Healey|Property flooding at Healey, Wakefield|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8100|4.6|mALD|-1.550861|53.654926|"horbury junction Properties begin to flood in this area when the gauge records a
level above 4.60"|Property flooding Horbury Junction|Property flooding at Horbury Junction|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8100|5.2|mALD|-1.540118|53.656365|"Onset of flooding at Calder Park and widespread flooding in
Forge Lane Industrial Estate (1000yr event)"|Property flooding Forge Lane|Property flooding on Forge Lane, Horbury|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8209|1.43|mALD|-1.50655|53.682592|Approximate onset of flooding in Wakefield (if flood gates are closed)|Flooding at Wakefield|Flooding at Wakefield|Location Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8209|1.9|mALD|-1.483156|53.672779|"fall ings Onset of property flooding in this area when the gauge records
a level above 1.90"|Property flooding Fall Ings Road|Property flooding Fall Ings Road, Wakefield|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8209|1.9|mALD|-1.521573|53.67101|"Thornes and Calder Vale Properties begin to flood in this area when the gauge records a
level above 1.900"|Property flooding Thornes|Property flooding at Thornes, Wakefield|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8209|1.9|mALD|-1.543809|53.654671|"Thornes and Calder Vale Properties begin to flood in this area when the gauge records a
level above 1.900"|Property flooding Calder Vale|Property flooding Calder Vale, Wakefield|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8134|3.61|mALD|-1.472664|53.711263|"stanley Properties begin to flood in this area when the gauge records a
level above 3.61"|Property flooding Stanley|Property flooding at Stanley, Wakefield|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8134|3.61|mALD|-1.400807|53.740852|"mickletown Properties begin to flood in this area when the gauge records a
level above 3.61"|Property flooding at Mickletown|Property flooding at Mickletown, Methley|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8134|3.61|mALD|-1.372584|53.726157|"whitwood mere Properties begin to flood in this area when the gauge records a
level above 3.61"|Property flooding Whitwood Mere|Property flooding at Whitwood Mere, Castleford|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8256|1.47|mALD|-1.777976|53.837445|"victoria mills Properties begin to flood in these areas when the gauge records
a level above 1.47"|Property flooding Victoria Mills|Property flooding at Victoria Mills, Shipley|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8297|0.71|mALD|-1.706109|53.723479|"cleckheaton Properties begin to flood in this area when the gauge records a
level above 0.71m."|Property flooding Cleckheaton|Property flooding at Cleckheaton|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8302|0.9|mALD|-1.636221|53.690989|"wormald street Properties begin to flood in this area when the gauge records a
level above 0.90."|Property flooding Wormald Street|Property flooding at Wormald Street, Dewsbury|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8348|2.47|mALD|-1.635115|53.716196|"central batley Properties are expected to flood when the gauge records a
level of 2.47"|Property flooding Batley|Property flooding at Batley (central)|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8348|2.47|mALD|-1.628718|53.714197|"Onset of property flooding at Tesco Petrol Station, Bradford
Road"|Property flooding Bradford Road|Property flooding Bradford Road, Batley|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
9032|3.11|mALD|-1.648739|53.726153|"wilton park Properties are expected to flood when the gauge records a
level of 3.11"|Property flooding Wilton Park|Property flooding at Wilton Park, Batley|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
9032|2.73|mALD|-1.628718|53.714197|Onset of property flooding at 491 Bradford Road, Batley|Property flooding Bradford Road|Property flooding Bradford Road, Batley|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
9032|3.11|mALD|-1.628409|53.714485|Onset of property flooding at 1 Bridge street, Birstall|Property flooding Bridge Street|Property flooding at Bridge Street, Batley|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
9046|2.75|mALD|-1.509153|53.680601|"brooks bank Properties begin to flood in this area when Wrenthorpe U/S
gauge records a level of 2.75."|Property flooding Brooksbank|Property flooding at Brooksbank, Wakefield|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
9046|5.59|mALD|-1.516531|53.690231|peacock Properties flood when gauge records a level of 5.59|Property flooding Peacock estate|Property flooding at Peacock estate, Wakefield|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8258|1.88|mALD|-1.930004|53.600066|"riverdene Properties begin to flood in this area when the gauge records a
level above 1.88m."|Property flooding Marsden|Property flooding at Marsden, Huddersfield|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
